Source resource ID,_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.identifier,associatedMedia.license,associatedMedia.mime,associatedMedia.modified,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,country,created,decimalLatitude,decimalLongitude,determinationNames,donorName,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,family,gbifID,gbifIssue,genus,higherClassification,higherGeography,identificationQualifier,institutionCode,kingdom,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,occurrenceID,order,otherCatalogNumbers,phylum,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,verbatimLatitude,verbatimLongitude,year
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2014971,391035 | 391037,4982a63c78689b484cc166e875356bde9b611280 | 19a4296d31ff969787fa4edaf3a0574f5c5a54cb,Label | Label,1393603164000 | 1393603214000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/4982a63c78689b484cc166e875356bde9b611280/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/19a4296d31ff969787fa4edaf3a0574f5c5a54cb/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1454493438000 | 1454493438000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 236 Original box cover label | PA EM 236 Original box label,StillImage | StillImage,2,Specimen,PA EM 236,,"Quaternary, Pleistocene",,PAL,Europe,France,855100800000,44.933,1.017,Homo sapiens | Homo sapiens,Department of Zoology,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,1055951834,GEODETIC_DATUM_ASSUMED_WGS84,,,Europe; France; Aquitaine; Dordogne,,NHMUK,,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1530800351000,9d7cf62b-cc0d-4d93-b7ff-f0b2dd5475c5,,NHMUK:ecatalogue:2014971,,,,,,,,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2921010,391073 | 391083,23e9a9afad0bcd3f2722173e79329e28cef9323d | 8501015500a52a4ecba5653d7bcd5e3d668e0976,Label | Label,1393604619000 | 1393604976000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/23e9a9afad0bcd3f2722173e79329e28cef9323d/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/8501015500a52a4ecba5653d7bcd5e3d668e0976/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1454492443000 | 1454493439000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 4139 Original box label | PA EM 4139 Original box cover label,StillImage | StillImage,2,Specimen,PA EM 4139,Cast. Cranium,"Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1389101934000,44.933,1.017,"Homo sapiens Linnaeus, 1758",The Royal College of Surgeons of England,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1913207611,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Aquitaine; Dordogne,,NHMUK,Animalia,Phanerozoic,,Cenozoic,Quaternary,Adult,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1535976746000,55bd2e6c-c9a5-4c6e-a401-00ee014f4fe5,Primates,NHMUK:ecatalogue:2921010,Chordata,,,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",Male,sapiens,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2817688,193154 | 193155,ecbeff2d9eda66354fec143ce199a5275ef79431 | 8a79dd80a6f24589e1bd533600cff324a20a596c,Specimen | Specimen,1382622925000 | 1382622970000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/ecbeff2d9eda66354fec143ce199a5275ef79431/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/8a79dd80a6f24589e1bd533600cff324a20a596c/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543268000 | 1455543268000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3976_2_M_1 | NHM-UK_PA_EM 3976_1_M_1,StillImage | StillImage,2,Specimen,PA EM 3976,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1377886161000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428224,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507954000,a62ea15a-cc26-48ac-8964-55a7f879a4e9,Primates,NHMUK:ecatalogue:2817688,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2349818,391062 | 391064,0732b8fbf67a31d6dfedee436964b51150452cba | 27b388af5ded6184b1cdc6344ffa6ecd96a06799,Label | Label,1393604099000 | 1393604150000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/0732b8fbf67a31d6dfedee436964b51150452cba/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/27b388af5ded6184b1cdc6344ffa6ecd96a06799/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1454492446000 | 1454492448000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 1806 to PA EM 1809 Original box cover label | PA EM 1806 to PA EM 1809 Original box label,StillImage | StillImage,2,Specimen,PA EM 1809,Cast. Fibula,"Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1329257946000,44.933,1.017,"Homo sapiens Linnaeus, 1758",J-L Heim,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1913207399,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Aquitaine; Dordogne,,NHMUK,Animalia,Phanerozoic,,Cenozoic,Quaternary,Adult,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1535976747000,a2cf793f-a367-41ec-8fc6-b166c8857307,Primates,NHMUK:ecatalogue:2349818,Chordata,,,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",Male,sapiens,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2842728,390997 | 391000,7e74233dbcea88b2765e1bfcd219cf9367674c14 | 91ebb6f16e05612986a684373d73db3094f8e1da,Label | Label,1393601643000 | 1393601693000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/7e74233dbcea88b2765e1bfcd219cf9367674c14/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/91ebb6f16e05612986a684373d73db3094f8e1da/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455705067000 | 1455705067000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 4116 Original box cover inscription | PA EM 4116 Original box inscription,StillImage | StillImage,2,Specimen,PA EM 4116,Cast. Calvaria,"Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382717543000,,,"Homo sapiens Linnaeus, 1758",Wellcome Trust,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1913207608,,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Auvergne; Allier,"DOI: http://dx.doi.org/10.1017/S0261340900009899 (About DOI), Published online: 19 July 2011",NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Chatelperron, Grotte des Fées Chatelperron. Allier, France",1535976723000,06212ade-d702-4185-99a7-334592638d4f,Primates,NHMUK:ecatalogue:2842728,Chordata,,,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Auvergne,Anthropology,,,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827577,193156 | 193157,573873e9086e81b14c2245dea79b42808fc49d5d | 9c26045c99500b2ca176ad74966895ef393119af,Specimen | Specimen,1382623142000 | 1382623194000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/573873e9086e81b14c2245dea79b42808fc49d5d/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/9c26045c99500b2ca176ad74966895ef393119af/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543269000 | 1455543269000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3979_2_M_1 | NHM-UK_PA_EM 3979_1_M_1,StillImage | StillImage,2,Specimen,PA EM 3979,"Skull. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380125967000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428235,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,eedd37fb-e5c3-4e3d-ab10-ad32e0fcf7ab,Primates,NHMUK:ecatalogue:2827577,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2817687,174676 | 174677,06e45f9ca8d4650197a85680abab086079f885b8 | 5c169308422d5c59a4a8cc09f334c3af7d75ef4a,Specimen | Specimen,1379521685000 | 1379521768000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/06e45f9ca8d4650197a85680abab086079f885b8/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/5c169308422d5c59a4a8cc09f334c3af7d75ef4a/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543270000 | 1455543270000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM3975_1_M_1.jpg | NHM-UK_PA_EM3975_2_M_1.jpg,StillImage | StillImage,2,Specimen,PA EM 3975,"Skull. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1377885835000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428227,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Adult,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507954000,118b8760-f1b4-4e4e-8912-5632cc12d72e,Primates,NHMUK:ecatalogue:2817687,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827582,193160 | 193161,d0a2c2e19d2bafa7201abfc766667095a77cb0c9 | f3ac55d94df63efba2463b18ca1c0899c7e2d856,Specimen | Specimen,1382624134000 | 1382625193000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/d0a2c2e19d2bafa7201abfc766667095a77cb0c9/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/f3ac55d94df63efba2463b18ca1c0899c7e2d856/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543269000 | 1455543269000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3982_2_M_1 | NHM-UK_PA_EM 3982_1_M_1,StillImage | StillImage,2,Specimen,PA EM 3982,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380127192000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428230,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,c5d8a8fd-6aae-4ab7-b360-4c609af18573,Primates,NHMUK:ecatalogue:2827582,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827578,193158,92c6be31dd5435cf272d90cd4faeb57f67760af2,Specimen,1382623869000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/92c6be31dd5435cf272d90cd4faeb57f67760af2/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3980_1_M_1,StillImage,1,Specimen,PA EM 3980,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380126331000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428232,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,3e51b177-1a52-4c85-bb24-ae2289d7c19a,Primates,NHMUK:ecatalogue:2827578,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2844340,,,,,,,,,,,,,,Specimen,PA EM 4120,"Dentition. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383235877000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428256,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,1c807aa7-36fc-445e-be84-accbd4c29a98,Primates,NHMUK:ecatalogue:2844340,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2844326,,,,,,,,,,,,,,Specimen,PA EM 4118,"Postcrania. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383233707000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428255,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,ae00969a-8fb8-4ba7-9c6f-71c0e650e4a0,Primates,NHMUK:ecatalogue:2844326,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840532,193256,adffaacaf8f2d72ea703fd6ffb4f65139c28eff1,Specimen,1382631042000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/adffaacaf8f2d72ea703fd6ffb4f65139c28eff1/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4105_1_M_1,StillImage,1,Specimen,PA EM 4105,"Hand. Proximal phalange. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382092863000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428248,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,e5fe2872-b74f-41d6-8fd4-1669d365d6d7,Primates,NHMUK:ecatalogue:2840532,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840527,193208,01e701580605622ae92fa162eb2e83c77f1da8ba,Specimen,1382628035000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/01e701580605622ae92fa162eb2e83c77f1da8ba/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4103_1_M_1,StillImage,1,Specimen,PA EM 4103,"Hand. Proximal phalange. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382092424000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428243,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,eeb23e8c-98c7-46ad-8f99-9a3c5851be03,Primates,NHMUK:ecatalogue:2840527,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2817001,165309 | 165310,62032b54750e19be213245cff1102da108504d86 | 3664e504faaabeb84697687b2e7990cfbafe974a,Specimen | Specimen,1377873791000 | 1377874134000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/62032b54750e19be213245cff1102da108504d86/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/3664e504faaabeb84697687b2e7990cfbafe974a/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455615135000 | 1455543270000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM_UK_PAEM3971_1_M_1 | NHM-UK_PA_EM3971_2_M_1,StillImage | StillImage,2,Specimen,PA EM 3971,"Skull. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1377861818000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428222,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Adult,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507954000,600d8eea-f763-4f8e-a7fb-21c73f85fcb0,Primates,NHMUK:ecatalogue:2817001,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845711,,,,,,,,,,,,,,Specimen,PA EM 4128,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383303438000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428261,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507968000,2d3254f2-e423-4e3e-b997-e51967f65827,Primates,NHMUK:ecatalogue:2845711,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827587,193164 | 193165,1ac3483d4fa81dcd6f474159b803f9f79a501350 | 525bd8f0031d3ab59a5dad68a8e58fa3986ee61a,Specimen | Specimen,1382625504000 | 1382625550000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/1ac3483d4fa81dcd6f474159b803f9f79a501350/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/525bd8f0031d3ab59a5dad68a8e58fa3986ee61a/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543269000 | 1455543269000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3984_2_M_1 | NHM-UK_PA_EM 3984_1_M_1,StillImage | StillImage,2,Specimen,PA EM 3984,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380127745000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428231,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,4bea881d-a722-4389-acb1-6898b28d61d7,Primates,NHMUK:ecatalogue:2827587,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827586,193162 | 193163,4d758971dd55412e4e7b2841db21f66ce0a2bc4c | 1d03bd174a28fae6a99ab196753e337b9788c1c3,Specimen | Specimen,1382625287000 | 1382625419000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/4d758971dd55412e4e7b2841db21f66ce0a2bc4c/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/1d03bd174a28fae6a99ab196753e337b9788c1c3/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543269000 | 1455543269000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3983_2_M_1 | NHM-UK_PA_EM 3983_1_M_1,StillImage | StillImage,2,Specimen,PA EM 3983,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380127496000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428229,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,18d0d0d5-daac-4fa3-99fd-7a1f54cb01ec,Primates,NHMUK:ecatalogue:2827586,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
